,date,symbol,enterpriseValue
0,2020-09-30,XENE,372294030.08
1,2020-06-30,XENE,394441196.28
2,2020-03-31,XENE,331539572.21999997
3,2019-12-31,XENE,425901399.63
4,2019-09-30,XENE,210130272.82
5,2019-06-30,XENE,244695908.85999998
0,2020-12-31,XTNT,30873478.4
1,2020-09-30,XTNT,88230560.24
2,2020-06-30,XTNT,86500372.6
3,2020-03-31,XTNT,82998133.47
4,2019-12-31,XTNT,92241945.6
5,2019-09-30,XTNT,106889168.72
0,2017-12-31,YECO,10823430.1
1,2017-06-30,YECO,9848970.2
2,2016-12-31,YECO,13500621.0
3,2016-09-30,YECO,31012144.05
4,2016-06-30,YECO,23549943.824500002
5,2016-03-31,YECO,23521478.0
0,2019-09-30,YGYI,149469263.54
1,2019-06-30,YGYI,198977215.0
2,2019-03-31,YGYI,187515783.28
3,2018-12-31,YGYI,149824338.56
4,2018-09-30,YGYI,176488064.35
5,2018-06-30,YGYI,116880220.28999999
0,2019-09-30,YOGA,-1438375.6728000003
1,2019-06-30,YOGA,8530287.866999999
2,2019-03-31,YOGA,8318936.630000001
3,2018-12-31,YOGA,-3034950.619999999
4,2018-09-30,YOGA,5429642.049999997
5,2018-06-30,YOGA,-15465549.0
0,2020-10-31,ZDGE,35679310.0
1,2020-07-31,ZDGE,12052490.0
2,2020-04-30,ZDGE,9020480.000000002
3,2020-01-31,ZDGE,15200300.0
4,2019-10-31,ZDGE,16395960.0
5,2019-07-31,ZDGE,14947560.000000002
0,2020-09-30,ZNH,29457836284.4
1,2020-05-04,ZNH,-490033644.14
2,2019-12-31,ZNH,-646521885.24
3,2019-11-12,ZNH,131.56
4,2019-10-30,ZNH,10077000.4
5,2019-09-18,ZNH,41616229.4
0,2020-09-30,MTLS,1961435539.9999998
1,2020-06-30,MTLS,1186523640.0
2,2020-04-30,MTLS,1341022932865000.0
3,2020-03-31,MTLS,975107610.0
4,2019-12-31,MTLS,957599209.9999999
5,2019-10-31,MTLS,934583838905000.1
0,2020-09-30,CSSE,194797002.49
1,2020-06-30,CSSE,97227088.60000001
2,2020-03-31,CSSE,90969496.86
3,2019-12-31,CSSE,109599857.0
4,2019-09-30,CSSE,125359413.8
5,2019-06-30,CSSE,93267675.75999999
0,2020-12-31,MSEX,1541769037.4659998
1,2020-09-30,MSEX,1358393934.932
2,2020-06-30,MSEX,1442680160.0
3,2020-03-31,MSEX,1308353422.563
4,2019-12-31,MSEX,1366956252.95
5,2019-09-30,MSEX,1369767583.3899999
0,2020-12-31,HGH,10044201346.066362
1,2020-09-30,HGH,14239818164.210001
2,2020-03-31,HGH,13505604641.5
3,2019-12-31,HGH,14908950639.1
4,2019-09-30,HGH,15165760000.0
5,2019-06-30,HGH,14412778639.300001
0,2020-09-30,PED,99641520.86
1,2020-06-30,PED,48582515.68000001
2,2020-03-31,PED,50595758.125
3,2019-12-31,PED,97098849.69999999
4,2019-09-30,PED,49251080.64
5,2019-06-30,PED,85519236.24999999
0,2019-09-30,PRTO,-4285113.38
1,2019-06-30,PRTO,-2564875.46
2,2019-03-31,PRTO,-7084521.370000001
3,2018-12-31,PRTO,24840625.490000002
4,2018-09-30,PRTO,17806500.950000003
5,2018-06-30,PRTO,35232393.150000006
0,2020-12-31,SEB,908000000.0
1,2020-09-26,SEB,3936650520.0
2,2020-06-27,SEB,4314355092.348
3,2020-03-28,SEB,4266393932.468
4,2019-12-31,SEB,5849160959.821
5,2019-09-28,SEB,5880344188.811999
0,2020-06-30,SFST,99257620.0
1,2020-03-31,SFST,217923825.26000002
2,2019-12-31,SFST,430593920.0
3,2019-09-30,SFST,246366800.0
4,2019-06-30,SFST,252507800.0
5,2019-03-31,SFST,249697847.73999998
0,2020-09-30,PALL,331397126.66684
1,2020-06-30,PALL,279784223.28
2,2019-12-31,PALL,0.0
3,2013-12-31,PALL,537599931.1600001
4,2013-09-30,PALL,555309000.0
5,2013-06-30,PALL,523836864.99
0,2020-04-29,SHI,76147286854.87999
1,2019-12-31,SHI,76049264670.72
2,2019-10-23,SHI,-8399979000000.0
3,2019-09-10,SHI,-9029649000.0
4,2019-04-26,SHI,393165367457.0
5,2019-03-31,SHI,-1593467642.1941
0,2020-09-30,GCC,-5583344000.0
1,2020-06-30,GCC,-298439.0
2,2020-03-31,GCC,-4592044.0
3,2019-12-31,GCC,-1730680.0
4,2019-09-30,GCC,-165820.0
5,2019-06-30,GCC,-778036.0
0,2020-09-30,LCNB,184115857.25
1,2020-06-30,LCNB,197799961.0
2,2020-03-31,LCNB,174069570.2
3,2019-12-31,LCNB,269432632.88789403
4,2019-09-30,LCNB,248345532.99999997
5,2019-06-30,LCNB,268700275.18
0,2019-03-31,SGZA,2029233000.0
1,2018-12-31,SGZA,1851287500.0
2,2018-09-30,SGZA,1905666000.0
3,2018-06-30,SGZA,1923532000.0
4,2018-03-31,SGZA,1976732000.0
5,2017-12-31,SGZA,1880575060.2
0,2020-12-31,PZG,35957389.949999996
1,2020-09-30,PZG,39069499.9
2,2020-06-30,PZG,41673842.4
3,2020-03-31,PZG,20767119.59
4,2019-12-31,PZG,24562276.885
5,2019-09-30,PZG,19539770.364
0,2020-06-30,VRML,366465351.36
1,2020-03-31,VRML,73860591.8
2,2019-12-31,VRML,68427328.7
3,2019-09-30,VRML,37240186.800000004
4,2019-06-30,VRML,51536124.3
5,2019-03-31,VRML,82130659.5
0,2018-12-31,DDE,109011420.0
1,2018-09-30,DDE,95218040.0
2,2018-06-30,DDE,64916880.0
3,2018-03-31,DDE,50484260.0
4,2017-12-31,DDE,61856460.0
5,2017-09-30,DDE,44329380.0
0,2020-09-30,UG,68764816.04
1,2020-06-30,UG,65834845.39
2,2020-03-31,UG,65597719.55
3,2019-12-31,UG,89230057.35
4,2019-09-30,UG,85313700.645681
5,2019-06-30,UG,86840787.9
0,2020-09-30,NES,57154720.0
1,2020-06-30,NES,58653520.0
2,2020-03-31,NES,47382600.0
3,2019-12-31,NES,77188245.0
4,2019-09-30,NES,100237450.0
5,2019-06-30,NES,82194000.0
0,2020-03-31,SBBX,412199812.0
1,2019-12-31,SBBX,469345589.44000006
2,2019-09-30,SBBX,440748525.84545505
3,2019-06-30,SBBX,435172125.34059703
4,2019-03-31,SBBX,438536860.4
5,2018-12-31,SBBX,393576937.033793
0,2020-09-30,WLFC,1481428405.9720001
1,2020-06-30,WLFC,1566115360.0
2,2020-03-31,WLFC,1700722000.0
3,2019-12-31,WLFC,1588909500.0
4,2019-09-30,WLFC,1573814860.0
5,2019-06-30,WLFC,1619753700.0
0,2020-09-30,ACER,27003603.52
1,2020-06-30,ACER,29673719.810000002
2,2020-03-31,ACER,13085982.93
3,2019-12-31,ACER,28404015.759999998
4,2019-09-30,ACER,16081708.439999998
5,2019-06-30,ACER,16168975.190000005
0,2020-09-30,EVBN,94492509.5
1,2020-06-30,EVBN,67769042.72000001
2,2020-03-31,EVBN,89521516.61999999
3,2019-12-31,EVBN,176446201.1896
4,2019-09-30,EVBN,167565065.5136
5,2019-06-30,EVBN,129609441.7435
0,2020-12-31,GCBC,181600922.85999998
1,2020-09-30,GCBC,130137958.17341399
2,2020-06-30,GCBC,188684123.686586
3,2020-03-31,GCBC,134506269.971304
4,2019-12-31,GCBC,269112526.43701
5,2019-09-30,GCBC,133058103.6
0,2020-09-30,PLPC,266308244.91700003
1,2020-06-30,PLPC,284690650.068
2,2020-03-31,PLPC,287976650.01600003
3,2019-12-31,PLPC,328894739.99
4,2019-09-30,PLPC,296107160.0
5,2019-06-30,PLPC,310093250.0
0,2020-12-31,FBIZ,538789946.56
1,2020-09-30,FBIZ,561941360.36
2,2020-06-30,FBIZ,570721649.042197
3,2020-03-31,FBIZ,457981323.0
4,2019-12-31,FBIZ,484622632.75
5,2019-09-30,FBIZ,486481075.6
0,2020-09-30,CLIR,52521489.21999999
1,2020-06-30,CLIR,50140571.52
2,2020-03-31,CLIR,12145247.36
3,2019-12-31,CLIR,11745538.879999999
4,2019-09-30,CLIR,24766814.24
5,2019-06-30,CLIR,22382745.599999998
0,2020-10-31,AMSWA,401655760.0
1,2020-07-31,AMSWA,462624007.0680001
2,2020-04-30,AMSWA,458884240.0
3,2020-01-31,AMSWA,418924240.0
4,2019-10-31,AMSWA,461061067.69
5,2019-07-31,AMSWA,362865320.0
0,2020-12-31,RZA,1881312042.5
1,2020-09-30,RZA,1946560332.581347
2,2020-03-31,RZA,1630787159.438653
3,2019-12-31,RZA,3285227320.0
4,2019-09-30,RZA,2475730590.0
5,2019-06-30,RZA,2774754137.281
0,2019-09-30,VLRX,4203379.5
1,2019-06-30,VLRX,28359892.0
2,2019-03-31,VLRX,38366404.8
3,2018-12-31,VLRX,12786260.799999997
4,2018-09-30,VLRX,44764040.0
5,2018-06-30,VLRX,29826000.0
0,2020-11-30,MKGI,50997761.98
1,2020-08-31,MKGI,40417076.19
2,2020-05-31,MKGI,22840318.24
3,2020-02-29,MKGI,26713741.720000003
4,2019-11-30,MKGI,28431370.48
5,2019-08-31,MKGI,25556064.7
0,2020-07-31,MIND,26743959.999999996
1,2020-04-30,MIND,7101840.0
2,2020-01-31,MIND,31478480.0
3,2019-10-31,MIND,23313399.999999996
4,2019-07-31,MIND,42963480.0
5,2019-04-30,MIND,37217870.0
0,2020-09-30,IRCP,32975805854.65
1,2020-06-30,IRCP,34653328626.2
2,2019-09-30,IRCP,27716010085.0
3,2019-06-30,IRCP,19984851580.893456
4,2019-03-31,IRCP,1128160000.0
5,2018-12-31,IRCP,1197000000.0
0,2020-12-31,RUSHB,2823193344.7400002
1,2020-09-30,RUSHB,2544322914.989
2,2020-06-30,RUSHB,2389849041.8545
3,2020-03-31,RUSHB,2474751350.0
4,2019-12-31,RUSHB,3106148218.203
5,2019-09-30,RUSHB,3045733904.8175
0,2020-09-30,CMCT,440412300.0
1,2020-06-30,CMCT,455823960.0
2,2020-03-31,CMCT,447032820.0
3,2019-12-31,CMCT,495291000.0
4,2019-09-30,CMCT,439396000.0
5,2019-06-30,CMCT,697334316.25
0,2020-09-30,NCBS,-249424099.65100002
1,2020-06-30,NCBS,-187796400.0
2,2020-03-31,NCBS,470928163.24
3,2019-12-31,NCBS,642855205.3
4,2019-09-30,NCBS,530348407.9799999
5,2019-06-30,NCBS,510230997.96000004
0,2020-09-30,LWAY,73625060.0
1,2020-06-30,LWAY,33614800.0
2,2020-03-31,LWAY,30769160.0
3,2019-12-31,LWAY,29998770.0
4,2019-09-30,LWAY,33182600.0
5,2019-06-30,LWAY,54343500.0
0,2020-09-30,FCCO,-6896867.5
1,2020-06-30,FCCO,34680384.95
2,2020-03-31,FCCO,82240602.28
3,2019-12-31,FCCO,127466289.06320602
4,2019-09-30,FCCO,126127792.75999999
5,2019-06-30,FCCO,118026122.12
0,2020-09-30,SLCT,-88910505.52999997
1,2020-06-30,SLCT,22446844.820000023
2,2020-03-31,SLCT,141086328.13
3,2019-12-31,SLCT,213839033.9
4,2019-09-30,SLCT,204486435.2
5,2019-06-30,SLCT,158852851.32
0,2020-03-31,WTFCM,1064327400.0
1,2019-12-31,WTFCM,1377520300.0
2,2019-09-30,WTFCM,1230285960.0
3,2019-06-30,WTFCM,1294501960.0
4,2019-03-31,WTFCM,1318083780.0
5,2018-12-31,WTFCM,1071581000.0
0,2020-12-31,OFED,140733029.08288398
1,2020-09-30,OFED,95549474.80288401
2,2020-06-30,OFED,117814079.32
3,2020-03-31,OFED,86459153.05514699
4,2019-12-31,OFED,125686561.29000002
5,2019-09-30,OFED,108708598.69460899
0,2020-12-31,SINO,5754773.279999999
1,2020-09-30,SINO,4692943.68
2,2020-06-30,SINO,11825767.7
3,2020-03-31,SINO,6420005.350000001
4,2019-12-31,SINO,7448887.5
5,2019-09-30,SINO,12074106.6
0,2020-06-30,BCOM,11300111110.89
1,2020-03-31,BCOM,10740999999.65
2,2020-03-24,BCOM,-1488460000.0
3,2020-03-19,BCOM,-183290000.0
4,2019-12-31,BCOM,11045538460.85
5,2019-12-02,BCOM,-600430.0
0,2020-09-30,NWLI,157526734.54400003
1,2020-06-30,NWLI,288095847.27199996
2,2020-03-31,NWLI,273177000.0
3,2019-12-31,NWLI,804114698.18
4,2019-09-30,NWLI,804284301.82
5,2019-06-30,NWLI,767893974.0
0,2019-12-31,NYMTP,20616309459.445
1,2019-09-30,NYMTP,17869961450.0
2,2019-06-30,NYMTP,16499273600.0
3,2019-03-31,NYMTP,16404811559.445
4,2018-12-31,NYMTP,13626489100.0
5,2018-09-30,NYMTP,12435138000.0
0,2020-09-30,CATC,449041666.71999997
1,2020-06-30,CATC,537354556.1857779
2,2020-03-31,CATC,312804080.0
3,2019-12-31,CATC,470294845.829946
4,2019-09-30,CATC,406160659.83004
5,2019-06-30,CATC,440930073.25367296
0,2020-09-30,SAFT,1030231464.178764
1,2020-06-30,SAFT,1168297204.380078
2,2020-03-31,SAFT,1274368093.1200001
3,2019-12-31,SAFT,1363983046.839098
4,2019-09-30,SAFT,1494852030.1018038
5,2019-06-30,SAFT,1413641839.802466
0,2020-09-30,SGRP,13697600.0
1,2020-06-30,SGRP,11558000.0
2,2020-03-31,SGRP,16257250.0
3,2019-12-31,SGRP,27201400.0
4,2019-09-30,SGRP,27218250.0
5,2019-06-30,SGRP,21144880.0
0,2020-09-30,TPVG,314588880.0
1,2020-06-30,TPVG,439755160.0
2,2020-03-31,TPVG,486470420.0
3,2019-12-31,TPVG,669561220.0
4,2019-09-30,TPVG,453467525.13500005
5,2019-06-30,TPVG,416554910.0
0,2019-09-30,DNBF,227511967.26
1,2019-06-30,DNBF,203095170.0
2,2019-03-31,DNBF,195698127.38000003
3,2018-12-31,DNBF,193487150.89999998
4,2018-09-30,DNBF,255626299.01
5,2018-06-30,DNBF,267997267.89999998
0,2020-09-30,ICAD,189244130.0
1,2020-06-30,ICAD,206448040.0
2,2020-03-31,ICAD,140785500.0
3,2019-12-31,ICAD,154698400.0
4,2019-09-30,ICAD,132792400.0
5,2019-06-30,ICAD,109416400.0
0,2020-09-30,MICT,70878483.21000001
1,2020-06-30,MICT,15939332.48
2,2020-03-31,MICT,5491149.0
3,2019-12-31,MICT,8571683.48
4,2019-09-30,MICT,4069147.2800000003
5,2019-06-30,MICT,11075635.17
0,2020-09-30,NRIM,84485472.85
1,2020-06-30,NRIM,92728354.212603
2,2020-03-31,NRIM,136003010.0
3,2019-12-31,NRIM,174736632.747529
4,2019-09-30,NRIM,189037412.271912
5,2019-06-30,NRIM,190289935.68000004
0,2020-06-30,EBMT,225384418.901506
1,2020-03-31,EBMT,210303086.611117
2,2019-12-31,EBMT,228162270.823484
3,2019-09-30,EBMT,200402627.5
4,2019-06-30,EBMT,222872878.91
5,2019-03-31,EBMT,214613976.25
0,2020-09-30,ICBK,320214166.813661
1,2020-06-30,ICBK,265872515.14
2,2020-03-31,ICBK,258967815.0
3,2019-12-31,ICBK,134338110.088505
4,2019-09-30,ICBK,101747150.55698998
5,2019-06-30,ICBK,106113048.99999999
0,2020-09-30,BFS,1742200740.0
1,2020-06-30,BFS,1861227260.0
2,2020-03-31,BFS,1849819346.59
3,2019-12-31,BFS,2301567856.804
4,2019-09-30,BFS,2220604263.8380003
5,2019-06-30,BFS,2304339332.939
0,2020-09-30,DGL,0.0
1,2020-06-30,DGL,-139060.0
2,2020-03-31,DGL,0.0
3,2019-12-31,DGL,-35700.0
4,2019-09-30,DGL,0.0
5,2019-06-30,DGL,0.0
0,2020-09-30,FGBI,38530573.83
1,2020-06-30,FGBI,-3559475.8100000024
2,2020-03-31,FGBI,86854280.78999999
3,2019-12-31,FGBI,224976344.15
4,2019-09-30,FGBI,49169856.766408
5,2019-06-30,FGBI,44253299.583204
0,2020-09-30,GRVY,-115803875143.3066
1,2020-06-30,GRVY,-93682420720.0
2,2020-05-29,GRVY,-77900690770.0
3,2020-03-31,GRVY,-82293741467.0
4,2019-12-31,GRVY,-79168111140.0
5,2019-11-14,GRVY,175563750000.0
0,2020-06-30,HIFS,522122857.86300004
1,2020-03-31,HIFS,774403650.6800001
2,2019-12-31,HIFS,702727193.592
3,2019-09-30,HIFS,692674000.0
4,2019-06-30,HIFS,807613742.1340001
5,2019-03-31,HIFS,777438093.6010001
0,2020-03-31,HX,29552612.4
1,2019-09-30,HX,80424412.8
2,2019-06-30,HX,113167472.5
3,2019-03-31,HX,136863044.79999998
4,2019-02-28,HX,-45019034941.3
5,2018-12-31,HX,319600480.0
0,2020-09-30,ITIC,204539516.21600002
1,2020-06-30,ITIC,199828440.0
2,2020-03-31,ITIC,216596000.0
3,2019-12-31,ITIC,274779794.333
4,2019-09-30,ITIC,258436911.334
5,2019-06-30,ITIC,276405869.445
0,2020-12-31,MLAB,1359601076.875
1,2020-09-30,MLAB,1202844574.45
2,2020-06-30,MLAB,892323413.584
3,2020-03-31,MLAB,1048493912.4920001
4,2019-12-31,MLAB,1154117773.7979999
5,2019-09-30,MLAB,880173366.62
0,2020-09-30,PEBK,110528265.67
1,2020-06-30,PEBK,123627439.85000001
2,2020-03-31,PEBK,139075305.91750002
3,2019-12-31,PEBK,161428188.136
4,2019-09-30,PEBK,134581990.489677
5,2019-06-30,PEBK,153679876.20000002
0,2020-09-30,PVBC,167724901.05
1,2020-06-30,PVBC,146502833.16
2,2020-03-31,PVBC,246747661.39999998
3,2019-12-31,PVBC,189520563.95
4,2019-09-30,PVBC,184956038.59199998
5,2019-06-30,PVBC,250948787.02499998
0,2020-09-30,SBFG,27731430.0
1,2020-06-30,SBFG,68729967.70799999
2,2020-03-31,SBFG,82734720.0
3,2019-12-31,SBFG,115838056.445
4,2019-09-30,SBFG,73133833.60300002
5,2019-06-30,SBFG,82286599.99999999
0,2020-10-31,SGMA,50973562.68
1,2020-07-31,SGMA,55657596.6
2,2020-04-30,SGMA,47176187.7
3,2020-01-31,SGMA,48614827.0
4,2019-10-31,SGMA,50601442.44
5,2019-07-31,SGMA,56675304.47
0,2020-09-30,SMMT,212927845.35999998
1,2020-03-31,SMMT,104416981.844724
2,2019-12-31,SMMT,2802059921.85
3,2019-10-31,SMMT,2813148000.0
4,2019-07-31,SMMT,-18389680.0
5,2019-04-30,SMMT,-25881500.5
0,2020-09-30,TAC,4333100000.0
1,2020-06-30,TAC,4803680000.0
2,2020-03-31,TAC,4601480000.0
3,2019-12-31,TAC,5112800000.0
4,2019-09-30,TAC,4809000000.0
5,2019-06-30,TAC,4972960000.0
0,2020-09-30,TCI,629858931.31
1,2020-06-30,TCI,686747365.34
2,2020-03-31,TCI,596318401.1700001
3,2019-12-31,TCI,765523547.96
4,2019-09-30,TCI,669030665.35
5,2019-06-30,TCI,623361342.97
0,2020-09-30,AAMC,3139106.579999998
1,2020-06-30,AAMC,10875273.999999996
2,2020-03-31,AAMC,5565798.0
3,2019-12-31,AAMC,-237307.6000000015
4,2019-09-30,AAMC,-6716405.129999999
5,2019-06-30,AAMC,-1888201.080000002
0,2020-09-30,AAME,65674000.0
1,2020-06-30,AAME,51314400.0
2,2020-03-31,AAME,68591700.0
3,2019-12-31,AAME,62543333.99
4,2019-09-30,AAME,53817500.0
5,2019-06-30,AAME,70638400.0
0,2020-09-30,AAU,98334736.25
1,2020-06-30,AAU,58548744.15
2,2020-05-14,AAU,-2726004168.48
3,2020-03-31,AAU,31763317.160000004
4,2019-12-31,AAU,67726497.72999999
5,2019-09-30,AAU,73748557.35000001
0,2020-12-31,ACGLO,2110352000.0
1,2020-09-30,ACGLO,-765711000.0
2,2019-12-31,ACGLO,-241943000.0
0,2020-09-30,ACNB,-64265579.770886004
1,2020-06-30,ACNB,62732617.02000001
2,2020-03-31,ACNB,204624420.0
3,2019-12-31,ACNB,218833622.08
4,2019-09-30,ACNB,197536151.310112
5,2019-06-30,ACNB,272902591.99
0,2020-09-30,ACU,111078203.33999999
1,2020-06-30,ACU,113613140.0
2,2020-03-31,ACU,99821700.3
3,2019-12-31,ACU,108062599.6
4,2019-09-30,ACU,101702718.4
5,2019-06-30,ACU,110923828.7
0,2020-07-31,ACV,0.0
1,2020-01-30,ACV,367811526.3678
2,2019-07-31,ACV,347429364.77067006
3,2019-01-31,ACV,323093251.84134996
4,2018-07-31,ACV,352679407.8
5,2018-01-31,ACV,335159328.0
0,2020-09-30,ACY,109787909.16
1,2020-06-30,ACY,114980433.48
2,2020-03-31,ACY,110757484.0
3,2019-12-31,ACY,116244678.0
4,2019-09-30,ACY,125208680.8
5,2019-06-30,ACY,131437806.24
0,2019-12-31,ADOM,9062173.85
1,2019-09-30,ADOM,9539661.55
2,2019-06-30,ADOM,22996865.2
3,2019-03-31,ADOM,23708779.944
4,2018-12-31,ADOM,17725820.32
5,2018-09-30,ADOM,34902883.72
0,2018-10-31,ADXSW,-37413550.5401
1,2018-07-31,ADXSW,-25581735.9531
2,2018-04-30,ADXSW,4212486374.6886
3,2018-01-31,ADXSW,7325402732.2
4,2017-10-31,ADXSW,8782316242.956
5,2017-07-31,ADXSW,6693138313.4
0,2019-03-31,AETI,-285000.0
1,2018-12-31,AETI,-1922000.0
2,2018-09-30,AETI,-5454000.0
3,2018-06-30,AETI,5512000.0
4,2018-03-31,AETI,5492000.0
5,2017-12-31,AETI,3708000.0
0,2020-12-31,AEY,36655836.220000006
1,2020-09-30,AEY,19956793.599999998
2,2020-06-30,AEY,35300343.2
3,2020-05-13,AEY,21185961760.0
4,2020-03-31,AEY,25733055.8
5,2019-12-31,AEY,26580673.32
0,2020-09-30,AEZS,-2071979.9000000022
1,2020-06-30,AEZS,12069463.2
2,2020-05-06,AEZS,16913928.4
3,2020-03-31,AEZS,1794942.1600000001
4,2019-12-31,AEZS,11748308.560000002
5,2019-09-30,AEZS,6532453.57
0,2020-12-31,AFC,19665249575.0
1,2020-09-30,AFC,18129000425.0
2,2019-12-31,AFC,-176000000.0
0,2020-06-30,AFHBL,33791.0
1,2019-12-31,AFHBL,23075.0
0,2020-06-30,AGFSW,368067930.44
1,2020-03-31,AGFSW,375328257.81
2,2019-12-31,AGFSW,-24613000.0
3,2019-09-30,AGFSW,385623776.7
4,2019-06-30,AGFSW,372271689.32
5,2019-03-31,AGFSW,371125889.995
0,2019-12-31,AGNCB,12797526000.0
1,2019-09-30,AGNCB,12856051000.0
2,2019-06-30,AGNCB,12794105000.0
3,2019-03-31,AGNCB,12580397000.0
4,2018-12-31,AGNCB,10238830000.0
5,2018-09-30,AGNCB,9608712000.0
0,2020-09-30,AHC,-12985303.57
1,2020-06-30,AHC,-5269968.210000001
2,2020-03-31,AHC,-7108072.439999998
3,2019-12-31,AHC,11831847.459999993
4,2019-09-30,AHC,27286108.75
5,2019-06-30,AHC,24830716.47
0,2020-12-31,AIHS,43826424.470000006
1,2020-09-30,AIHS,15189706.2
2,2020-06-30,AIHS,25138766.52
3,2020-03-31,AIHS,15062562.92
4,2019-12-31,AIHS,18581937.6
5,2019-09-30,AIHS,8493488.18
0,2020-09-30,AINC,7044800.0
1,2020-06-30,AINC,19482350.0
2,2020-03-31,AINC,20189250.0
3,2019-12-31,AINC,53201200.0
4,2019-09-30,AINC,54814199.99999999
5,2019-06-30,AINC,59983860.0
0,2019-03-31,AIPT,-790786.0
1,2018-12-31,AIPT,-162152.0
2,2018-09-30,AIPT,-209891.0
3,2018-06-30,AIPT,-1004269.0
4,2018-03-31,AIPT,-2232803.0
5,2017-12-31,AIPT,-1011160.0
0,2020-09-30,AIRI,65270607.8
1,2020-06-30,AIRI,60878054.93
2,2020-03-31,AIRI,55619048.04000001
3,2019-12-31,AIRI,94530538.19999999
4,2019-09-30,AIRI,61501884.32
5,2019-06-30,AIRI,54061692.83
0,2020-09-30,AIRT,114430680.0
1,2020-06-30,AIRT,117720500.0
2,2020-03-31,AIRT,115921820.0
3,2019-12-31,AIRT,139868950.0
4,2019-09-30,AIRT,104755500.0
5,2019-06-30,AIRT,86745002.48
0,2020-03-31,AIW,664160500.0
1,2019-12-31,AIW,933847615.709
2,2019-09-30,AIW,906409150.0
3,2019-06-30,AIW,900906250.0
4,2019-03-31,AIW,860954853.053
5,2018-12-31,AIW,728369909.0519999
0,2019-12-31,AIY,-36310000.0
0,2020-09-30,AIZP,-2203000000.0
1,2019-12-31,AIZP,-1867000000.0
0,2020-09-30,AJX,778112351.68
1,2020-06-30,AJX,768005275.6
2,2020-03-31,AJX,851546451.44
3,2019-12-31,AJX,1019437878.39
4,2019-09-30,AJX,997929701.0
5,2019-06-30,AJX,833706185.8
0,2020-09-30,AKTX,46608573.94
1,2020-06-30,AKTX,6532665885.200001
2,2020-03-31,AKTX,3640784849.5
3,2019-12-31,AKTX,3775492645.0
4,2019-09-30,AKTX,3364184456.2
5,2019-06-30,AKTX,3420433157.3999996
0,2020-12-31,ALCO,386799060.0
1,2020-09-30,ALCO,361128327.486
2,2020-06-30,ALCO,366962760.0
3,2020-03-31,ALCO,370875207.48
4,2019-12-31,ALCO,417385924.954
5,2019-09-30,ALCO,397817540.0
0,2020-12-31,ALJJ,53883700.00000001
1,2020-09-30,ALJJ,121837710.0
2,2020-06-30,ALJJ,111876500.0
3,2020-03-31,ALJJ,120601800.0
4,2019-12-31,ALJJ,145239950.0
5,2019-09-30,ALJJ,144172630.0
0,2020-09-30,ALPN,64800113.339999974
1,2020-06-30,ALPN,102271122.03
2,2020-03-31,ALPN,38998128.96
3,2019-12-31,ALPN,60181217.28
4,2019-09-30,ALPN,61095322.0
5,2019-06-30,ALPN,65822035.8
0,2019-03-31,ALQA,3441280.1999999993
1,2018-12-31,ALQA,-2270277.9399999995
2,2018-09-30,ALQA,-2975122.6000000006
3,2018-06-30,ALQA,-3775957.1000000006
4,2018-03-31,ALQA,18534529.240000002
5,2017-12-31,ALQA,16031602.620000001
0,2020-09-30,ALRN,43258318.33
1,2020-06-30,ALRN,20100944.019999996
2,2020-03-31,ALRN,-1463961.1439999994
3,2019-12-31,ALRN,10624335.134
4,2019-09-30,ALRN,11765939.86
5,2019-06-30,ALRN,8698354.525000002
0,2018-09-30,AMMA,1215213.0
1,2018-06-30,AMMA,598386.0
2,2018-03-31,AMMA,-155315.0
3,2017-12-31,AMMA,257152.0
4,2017-09-30,AMMA,-1035697.0
5,2017-06-30,AMMA,-1106510.0
0,2020-12-31,AMOV,586608630000.0
1,2020-09-30,AMOV,732577880000.0
2,2020-06-30,AMOV,785542951008.9
3,2020-05-04,AMOV,2319195512193.76
4,2020-03-31,AMOV,882138000000.0
5,2019-12-31,AMOV,656975028000.0
0,2020-09-30,AMRB,11534800.000000007
1,2020-06-30,AMRB,-23436503.549999997
2,2020-03-31,AMRB,40260669.53999999
3,2019-12-31,AMRB,87878809.97999999
4,2019-09-30,AMRB,66413562.2
5,2019-06-30,AMRB,65570000.0
0,2020-09-30,AMRH,33150559.479999997
1,2020-06-30,AMRH,26106728.6
2,2020-03-31,AMRH,18978293.6
3,2019-12-31,AMRH,33152022.599999998
4,2019-09-30,AMRH,40501538.0
5,2019-06-30,AMRH,74362520.0
0,2020-09-30,AMS,12266690.0
1,2020-06-30,AMS,14103120.0
2,2020-03-31,AMS,11196300.0
3,2019-12-31,AMS,16878080.0
4,2019-09-30,AMS,17380390.0
5,2019-06-30,AMS,20146240.0
0,2018-09-30,ANCB,19354069.540000007
1,2018-06-30,ANCB,98772887.65
2,2018-03-31,ANCB,39711258.5
3,2017-12-31,ANCB,52708462.0
4,2017-09-30,ANCB,50995962.75
5,2017-06-30,ANCB,103424446.30000001
0,2020-12-31,APDN,-3394618.0
1,2020-09-30,APDN,29947076.810000002
2,2020-06-30,APDN,28358548.79
3,2020-03-31,APDN,7932002.239999998
4,2019-12-31,APDN,2790964.16
5,2019-09-30,APDN,21935249.200000003
0,2020-12-31,APEN,78596761.6
1,2020-09-30,APEN,58792785.56
2,2020-06-30,APEN,71834816.68
3,2020-03-31,APEN,70451881.92
